frame,pose_detected,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y
0,1,0.8450882434844971,0.38878563046455383,0.7219893336296082,0.5038232803344727,0.5005549192428589,0.5069904923439026,0.7870704531669617,0.605566680431366,0.4469006359577179,0.6155758500099182
1,1,0.8442642092704773,0.3880252540111542,0.7139270901679993,0.5007947683334351,0.492507666349411,0.5076697468757629,0.7616901397705078,0.6034755706787109,0.4516279995441437,0.6111813187599182
2,1,0.8417982459068298,0.3861083984375,0.7108435034751892,0.4963946044445038,0.48794570565223694,0.5047240853309631,0.7552022337913513,0.6023106575012207,0.45717719197273254,0.6096641421318054
3,1,0.8360443711280823,0.38537436723709106,0.698616623878479,0.49292904138565063,0.4806516468524933,0.5017650723457336,0.7548611760139465,0.6017857193946838,0.4606580138206482,0.6091616153717041
4,1,0.827991247177124,0.3849761486053467,0.6808232665061951,0.4901649057865143,0.46876609325408936,0.5007205605506897,0.7537246346473694,0.6018657088279724,0.46029093861579895,0.6083900928497314
5,1,0.8214811086654663,0.38463085889816284,0.6689924001693726,0.48618456721305847,0.4618033766746521,0.5003871321678162,0.7548900842666626,0.6026928424835205,0.4614543318748474,0.6088160276412964
6,1,0.8141008019447327,0.3843463957309723,0.6656909584999084,0.48225873708724976,0.4598976671695709,0.4975391924381256,0.7563737630844116,0.6036049723625183,0.46474364399909973,0.6095564961433411
7,1,0.8085213303565979,0.3839344382286072,0.6594920754432678,0.47911199927330017,0.44932112097740173,0.4939349889755249,0.75693279504776,0.6041665077209473,0.4653683304786682,0.6110348701477051
8,1,0.8022474646568298,0.3837990164756775,0.6443621516227722,0.477202445268631,0.42815354466438293,0.4924947917461395,0.757767915725708,0.6041024923324585,0.4660945534706116,0.6117517948150635
9,1,0.795216977596283,0.3836282193660736,0.6337409615516663,0.47455695271492004,0.41965246200561523,0.49233680963516235,0.7582670450210571,0.6041384935379028,0.46626582741737366,0.6141720414161682
10,1,0.791783332824707,0.38264673948287964,0.635285496711731,0.469884991645813,0.42011579871177673,0.4913811683654785,0.7585979104042053,0.6038541197776794,0.46600034832954407,0.6164980530738831
11,1,0.7877004146575928,0.38220539689064026,0.6302173733711243,0.46721771359443665,0.41472968459129333,0.48866066336631775,0.7587975263595581,0.6037147641181946,0.46458303928375244,0.6178593635559082
12,1,0.781141459941864,0.38230133056640625,0.615718424320221,0.4651555120944977,0.4060163199901581,0.4867945909500122,0.759049654006958,0.6037872433662415,0.45940929651260376,0.6201876997947693
13,1,0.7765786051750183,0.38318562507629395,0.5915100574493408,0.46229100227355957,0.385854572057724,0.4850144684314728,0.7613551020622253,0.6034359335899353,0.46214351058006287,0.6202462315559387
14,1,0.7647944092750549,0.38467320799827576,0.5686799883842468,0.46097323298454285,0.3749338388442993,0.4830660820007324,0.7611659169197083,0.6035121083259583,0.4615549147129059,0.6202001571655273
15,1,0.7592552900314331,0.38405975699424744,0.5638813376426697,0.4585137665271759,0.36261266469955444,0.4816094636917114,0.7606034874916077,0.6035587191581726,0.4615485966205597,0.6201415657997131
16,1,0.760215163230896,0.3830280601978302,0.5660929083824158,0.4561226963996887,0.35783079266548157,0.4789253771305084,0.7606909871101379,0.6032449007034302,0.46140873432159424,0.6195588707923889
17,1,0.7554280161857605,0.3820061981678009,0.558165967464447,0.4545539915561676,0.35469526052474976,0.4772254526615143,0.7598859071731567,0.6032482981681824,0.45912012457847595,0.6188032627105713
18,1,0.7539622783660889,0.38007718324661255,0.5609945058822632,0.4531152844429016,0.35036537051200867,0.4766808748245239,0.7600011229515076,0.6032912135124207,0.45852553844451904,0.6175732612609863
19,1,0.7546480298042297,0.3796071410179138,0.5575636625289917,0.45378056168556213,0.3487547039985657,0.4764343202114105,0.7602646350860596,0.6030935645103455,0.4585227966308594,0.6165490746498108
20,1,0.7546960711479187,0.37966105341911316,0.5593221783638,0.45473015308380127,0.3457169532775879,0.4770054221153259,0.7603104114532471,0.603123128414154,0.458868145942688,0.6165452599525452
21,1,0.7553842663764954,0.37968528270721436,0.5635547041893005,0.4551604986190796,0.34910717606544495,0.47728094458580017,0.7596151828765869,0.6031624674797058,0.45883268117904663,0.6165494322776794
22,1,0.756412923336029,0.3797464072704315,0.5643017888069153,0.4567010700702667,0.36863386631011963,0.47835299372673035,0.7589142322540283,0.6031528115272522,0.45869168639183044,0.6172915101051331
23,1,0.7692028880119324,0.3794296085834503,0.5948759317398071,0.45846638083457947,0.40014806389808655,0.4813086688518524,0.758953869342804,0.602954626083374,0.4588499963283539,0.6179428696632385
24,1,0.7776805758476257,0.37945666909217834,0.6107181310653687,0.4631577134132385,0.41361263394355774,0.4851342737674713,0.7589818835258484,0.6029484868049622,0.4588927924633026,0.6183253526687622
25,1,0.7891412973403931,0.37920719385147095,0.6258711218833923,0.46555089950561523,0.4257057011127472,0.4893697202205658,0.7584380507469177,0.6027031540870667,0.4572300612926483,0.6183286905288696
26,1,0.8061496615409851,0.37875795364379883,0.6353870034217834,0.4696163535118103,0.4293889105319977,0.4908483922481537,0.7611791491508484,0.6017068028450012,0.45757466554641724,0.6187375783920288
27,1,0.8115673661231995,0.37877658009529114,0.6467300057411194,0.47337862849235535,0.44212839007377625,0.4923763573169708,0.7610458731651306,0.6015487313270569,0.4594697654247284,0.6186526417732239
28,1,0.8211767077445984,0.3792850971221924,0.6611149907112122,0.4797365069389343,0.45226287841796875,0.49329227209091187,0.7599985003471375,0.6018316149711609,0.4592894911766052,0.6197152733802795
29,1,0.8249692916870117,0.38064491748809814,0.6696490049362183,0.4865387976169586,0.45747485756874084,0.4951172173023224,0.7603086829185486,0.601855456829071,0.4613710641860962,0.6166984438896179
30,1,0.8356267213821411,0.38160979747772217,0.6874014139175415,0.4908933937549591,0.4662710726261139,0.49753469228744507,0.761406660079956,0.6018111109733582,0.46122974157333374,0.6168704032897949
31,1,0.8449307680130005,0.3828442394733429,0.7063184976577759,0.4959639310836792,0.4876740276813507,0.499437540769577,0.7635059356689453,0.6016553640365601,0.46123212575912476,0.6153550744056702
32,1,0.8483324646949768,0.38414159417152405,0.7228623032569885,0.4996660649776459,0.5062897801399231,0.5022514462471008,0.7637152075767517,0.5992273688316345,0.4612157642841339,0.6111658215522766
33,1,0.8533621430397034,0.38574546575546265,0.7359702587127686,0.5046169757843018,0.519340455532074,0.5050150156021118,0.7647421360015869,0.599295973777771,0.4587259888648987,0.6094347238540649
34,1,0.8570087552070618,0.3857288658618927,0.749167799949646,0.5061509609222412,0.5402288436889648,0.5059338808059692,0.7676805257797241,0.5969194173812866,0.4588160812854767,0.6063905954360962
35,1,0.8592777848243713,0.38565173745155334,0.7704359292984009,0.5097227096557617,0.5596770644187927,0.5063356757164001,0.7677169442176819,0.5967838168144226,0.45606371760368347,0.6065735816955566
36,1,0.8627815842628479,0.3858419954776764,0.7934302687644958,0.512765109539032,0.5726779103279114,0.5077517628669739,0.768005907535553,0.5968852043151855,0.4549570083618164,0.6064924597740173
37,1,0.8666474223136902,0.38594570755958557,0.8104528784751892,0.5154485106468201,0.5834341049194336,0.5084384083747864,0.7675303220748901,0.5969741344451904,0.45216089487075806,0.6066078543663025
