frame,pose_detected,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y
0,1,0.26327794790267944,0.3298702836036682,0.4188961386680603,0.4195772707462311,0.6058568358421326,0.456936240196228,0.22892163693904877,0.5315983891487122,0.525259256362915,0.5251559019088745
1,1,0.26389995217323303,0.33110612630844116,0.4191015958786011,0.4186912178993225,0.6055402159690857,0.45697250962257385,0.22917889058589935,0.531780481338501,0.5287530422210693,0.5181224346160889
2,1,0.26222342252731323,0.33216097950935364,0.4188735783100128,0.41792911291122437,0.6055297255516052,0.45679041743278503,0.2343636006116867,0.5323449969291687,0.5347775816917419,0.5115562081336975
3,1,0.25569042563438416,0.3324820399284363,0.41887733340263367,0.4166962206363678,0.6049236059188843,0.4558831751346588,0.24162250757217407,0.5331381559371948,0.5400279760360718,0.5060015916824341
4,1,0.24705536663532257,0.33261483907699585,0.41170603036880493,0.415809690952301,0.6041650176048279,0.45457783341407776,0.24303773045539856,0.5340651273727417,0.5458754897117615,0.5044170022010803
5,1,0.24104095995426178,0.3331325948238373,0.40533626079559326,0.41373732686042786,0.6009775996208191,0.45278218388557434,0.24543023109436035,0.5345501899719238,0.554286003112793,0.5040358901023865
6,1,0.23183117806911469,0.33342617750167847,0.39753034710884094,0.41381707787513733,0.597675085067749,0.4514554440975189,0.24538066983222961,0.5345422625541687,0.5567605495452881,0.5022493004798889
7,1,0.2244665026664734,0.3343370258808136,0.3921552002429962,0.4155558943748474,0.5965775847434998,0.4516071081161499,0.24559706449508667,0.5345314741134644,0.5580708980560303,0.49684444069862366
8,1,0.21803341805934906,0.3346764147281647,0.3894037902355194,0.41557881236076355,0.5931406021118164,0.45156288146972656,0.2473459541797638,0.5345561504364014,0.5594798922538757,0.4919552206993103
9,1,0.21680958569049835,0.3362777531147003,0.3805118203163147,0.41559168696403503,0.5881036520004272,0.4512672424316406,0.2504573166370392,0.5340366959571838,0.5598123073577881,0.493457168340683
10,1,0.21579217910766602,0.33819279074668884,0.3788143992424011,0.4158555567264557,0.5858306884765625,0.4513269066810608,0.25170499086380005,0.5336283445358276,0.5607127547264099,0.49271360039711
11,1,0.21054860949516296,0.33814626932144165,0.3757798373699188,0.41526591777801514,0.5831335186958313,0.4515264332294464,0.2515217661857605,0.5336579084396362,0.5604153871536255,0.48535239696502686
12,1,0.21219992637634277,0.33880460262298584,0.3778364360332489,0.41532015800476074,0.5817117691040039,0.4513091444969177,0.2512708008289337,0.533825695514679,0.5599392056465149,0.48811253905296326
13,1,0.21433283388614655,0.3392408490180969,0.3785363733768463,0.41774502396583557,0.5816487669944763,0.4513477087020874,0.25017663836479187,0.5338572263717651,0.558586835861206,0.4895484745502472
14,1,0.21501114964485168,0.33919432759284973,0.37933647632598877,0.41877952218055725,0.5817946791648865,0.45133960247039795,0.24725176393985748,0.5341363549232483,0.5551151037216187,0.49050194025039673
15,1,0.2159368395805359,0.33912816643714905,0.3791055977344513,0.41933056712150574,0.581834614276886,0.45134204626083374,0.24349141120910645,0.5343593955039978,0.553342878818512,0.49114829301834106
16,1,0.2160501629114151,0.3386754095554352,0.37417295575141907,0.41904136538505554,0.5805849432945251,0.4514140784740448,0.2381124645471573,0.5343253016471863,0.5465076565742493,0.49104514718055725
17,1,0.22064758837223053,0.3386555016040802,0.3875181972980499,0.4191734790802002,0.5808784365653992,0.45143020153045654,0.23638175427913666,0.5343345999717712,0.543620765209198,0.4916759133338928
18,1,0.22526098787784576,0.3383309841156006,0.3937910497188568,0.4188837707042694,0.5823314785957336,0.4512653946876526,0.23659245669841766,0.5339708924293518,0.5436986088752747,0.4922187626361847
19,1,0.2348107546567917,0.3374156951904297,0.4025254547595978,0.4180920720100403,0.585580587387085,0.45118775963783264,0.23679989576339722,0.5335667729377747,0.5432935953140259,0.4924977719783783
20,1,0.2453557699918747,0.33708134293556213,0.41293129324913025,0.41773444414138794,0.5924817323684692,0.4512031376361847,0.23765332996845245,0.5328004360198975,0.5456936955451965,0.4938877522945404
21,1,0.25714758038520813,0.3363724946975708,0.42016923427581787,0.4172978699207306,0.6012511849403381,0.4509246349334717,0.24435916543006897,0.5316044092178345,0.5497129559516907,0.4968070983886719
22,1,0.26686108112335205,0.3362029492855072,0.4333539307117462,0.41691091656684875,0.610261857509613,0.45085409283638,0.24772395193576813,0.5310071706771851,0.5552842617034912,0.4999140202999115
23,1,0.2801727056503296,0.3354471027851105,0.4443710148334503,0.41556113958358765,0.6272296905517578,0.4495362937450409,0.251421719789505,0.5306828618049622,0.5569608807563782,0.5036758184432983
24,1,0.2886449694633484,0.3349359333515167,0.4465370774269104,0.41415637731552124,0.6354449391365051,0.44783127307891846,0.2548072934150696,0.5307026505470276,0.5567038655281067,0.503756046295166
25,1,0.29729965329170227,0.3346923291683197,0.4577745795249939,0.41471198201179504,0.645685076713562,0.44776493310928345,0.2575342357158661,0.5323033332824707,0.5586135387420654,0.5033844709396362
26,1,0.29831892251968384,0.3340928852558136,0.461154580116272,0.414645254611969,0.6426280736923218,0.4470662772655487,0.25692325830459595,0.5329228043556213,0.5588802695274353,0.5031423568725586
27,1,0.30210766196250916,0.3339933753013611,0.4637276530265808,0.41488155722618103,0.6394093036651611,0.44698211550712585,0.25668832659721375,0.5335510969161987,0.558682382106781,0.5030822157859802
28,1,0.3156384527683258,0.33396995067596436,0.4833129048347473,0.4150339961051941,0.6624351739883423,0.4478851854801178,0.2573179304599762,0.5338872075080872,0.5596356987953186,0.5030572414398193
29,1,0.3277483284473419,0.33397114276885986,0.4930518567562103,0.41535675525665283,0.6732523441314697,0.4488285481929779,0.2611458897590637,0.5338768362998962,0.560445249080658,0.5034520030021667
30,1,0.33355239033699036,0.3338538706302643,0.4949188828468323,0.4153648614883423,0.6716006398200989,0.4498402178287506,0.26237502694129944,0.5336769223213196,0.5603185892105103,0.5039610862731934
