frame,pose_detected,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y
0,1,0.5515016913414001,0.4267255663871765,0.37102872133255005,0.4999091923236847,0.1827767938375473,0.5195325613021851,0.8039128184318542,0.6182882189750671,0.49673768877983093,0.6033599972724915
1,1,0.5506373643875122,0.42668601870536804,0.3671836853027344,0.5002381205558777,0.16756537556648254,0.5191239714622498,0.8017746210098267,0.6187005043029785,0.49258217215538025,0.6069475412368774
2,1,0.5515516996383667,0.4259015917778015,0.374498575925827,0.5000214576721191,0.1847018450498581,0.5180012583732605,0.8007455468177795,0.6186107993125916,0.49164482951164246,0.6088836789131165
3,1,0.5638144016265869,0.4222016930580139,0.39351707696914673,0.49851420521736145,0.20121102035045624,0.5171736478805542,0.799218475818634,0.617257833480835,0.48830854892730713,0.610877275466919
4,1,0.5936210751533508,0.4147815406322479,0.42946529388427734,0.49254897236824036,0.22814224660396576,0.5157889127731323,0.7998945713043213,0.6154866218566895,0.48859864473342896,0.6106144189834595
5,1,0.6138618588447571,0.4091193974018097,0.45044854283332825,0.488360732793808,0.24284711480140686,0.512809157371521,0.802782416343689,0.6154343485832214,0.48825591802597046,0.6104291081428528
6,1,0.6351356506347656,0.4063723683357239,0.470853328704834,0.4841979146003723,0.258161723613739,0.5125696063041687,0.8031765222549438,0.6150315999984741,0.4806855320930481,0.6142993569374084
7,1,0.6642196774482727,0.399296373128891,0.5114216208457947,0.4788512885570526,0.29885926842689514,0.5062177777290344,0.8077574372291565,0.6141448616981506,0.48080506920814514,0.6162421703338623
8,1,0.6820562481880188,0.39465317130088806,0.5379725694656372,0.47961628437042236,0.32947590947151184,0.501560628414154,0.8076294660568237,0.6141905188560486,0.4809454679489136,0.617405891418457
9,1,0.7174135446548462,0.39027664065361023,0.5684040188789368,0.48073437809944153,0.3617260158061981,0.5027134418487549,0.8068558573722839,0.6118485927581787,0.48120054602622986,0.6223726272583008
10,1,0.7523089647293091,0.3875023424625397,0.6051687598228455,0.4782502055168152,0.40342408418655396,0.5029717087745667,0.8073938488960266,0.6110949516296387,0.48148077726364136,0.6223287582397461
11,1,0.7849389314651489,0.38589441776275635,0.6489407420158386,0.476306289434433,0.44229233264923096,0.5025722980499268,0.8071085810661316,0.6111775636672974,0.48070934414863586,0.6257654428482056
12,1,0.8111554384231567,0.38500601053237915,0.6804772019386292,0.47648584842681885,0.47476115822792053,0.5018522143363953,0.8064258694648743,0.6112332344055176,0.48162075877189636,0.6270307898521423
13,1,0.8423362374305725,0.38390302658081055,0.7074887752532959,0.477132111787796,0.4931107461452484,0.5015578866004944,0.8071489930152893,0.6103163957595825,0.48485592007637024,0.6244645714759827
14,1,0.8648344278335571,0.3856796622276306,0.7292956709861755,0.48553282022476196,0.5201016664505005,0.5000550746917725,0.8069759011268616,0.6102299690246582,0.48537352681159973,0.6243394017219543
15,1,0.8795558214187622,0.38693565130233765,0.7607454061508179,0.49475324153900146,0.5506799817085266,0.5004346370697021,0.79902583360672,0.6089030504226685,0.48479747772216797,0.6238746047019958
16,1,0.9046275615692139,0.3881962299346924,0.7835116982460022,0.5070938467979431,0.5740963220596313,0.5011136531829834,0.797839879989624,0.6109488010406494,0.47592368721961975,0.6262779235839844
17,1,0.926211416721344,0.39024242758750916,0.8123348951339722,0.5166847109794617,0.6089304685592651,0.5012375712394714,0.7975229620933533,0.6138089299201965,0.47121456265449524,0.6261411905288696
18,1,0.9488776922225952,0.3951011300086975,0.8448517322540283,0.5244475603103638,0.6320458650588989,0.5021322965621948,0.8042873740196228,0.6143840551376343,0.4734068214893341,0.625981330871582
19,1,0.9667341113090515,0.4049653708934784,0.869699239730835,0.5335416793823242,0.6544783115386963,0.5057701468467712,0.8075038194656372,0.6151212453842163,0.47352170944213867,0.6283863186836243
20,1,0.9710107445716858,0.4085894227027893,0.8947798609733582,0.5348262786865234,0.6810017824172974,0.5083752274513245,0.8077057600021362,0.6150907874107361,0.4736861288547516,0.6281619071960449
21,1,0.9748433232307434,0.40833720564842224,0.9210637211799622,0.532424807548523,0.7083609104156494,0.5098338723182678,0.8089820742607117,0.6163395047187805,0.47609424591064453,0.6279609203338623
22,1,0.9740361571311951,0.40843841433525085,0.9398625493049622,0.5298705101013184,0.7285826206207275,0.5107493996620178,0.8084198236465454,0.6163468956947327,0.47563469409942627,0.6279077529907227
23,1,0.9736624956130981,0.4080860912799835,0.9613544940948486,0.5275940299034119,0.7441633939743042,0.5115997195243835,0.8086206316947937,0.6162019968032837,0.47577035427093506,0.6285238265991211
24,1,0.9756330847740173,0.4052138924598694,0.9814825654029846,0.5274840593338013,0.7535862326622009,0.5120219588279724,0.809712290763855,0.6161500215530396,0.47584086656570435,0.6290990114212036
25,1,0.9752920269966125,0.4025987982749939,0.9977495670318604,0.526842474937439,0.7677891850471497,0.5118919610977173,0.8096426725387573,0.6159929037094116,0.4761543273925781,0.6299161911010742
26,1,0.9754244089126587,0.40047216415405273,1.0154476165771484,0.5262451767921448,0.786615252494812,0.5117934346199036,0.8113442659378052,0.6153291463851929,0.4764004647731781,0.6311336755752563
27,1,0.9761731028556824,0.3998139202594757,1.021466612815857,0.5259522795677185,0.7930943965911865,0.5117613673210144,0.8150200247764587,0.6149824857711792,0.47789841890335083,0.632145881652832
28,1,0.9755799770355225,0.397219717502594,1.0321217775344849,0.5251058340072632,0.8057871460914612,0.5117621421813965,0.8170331120491028,0.6146167516708374,0.4785105288028717,0.632243812084198
29,1,0.9774332046508789,0.39447909593582153,1.0391052961349487,0.5246224999427795,0.81201171875,0.5112819671630859,0.8200970888137817,0.6135063767433167,0.4790887236595154,0.6325402855873108
30,1,0.976029634475708,0.39228469133377075,1.0361590385437012,0.5223593711853027,0.8177697062492371,0.5106151700019836,0.8197916746139526,0.6134833693504333,0.47903677821159363,0.6334991455078125
31,1,0.9743730425834656,0.3910137712955475,1.0362000465393066,0.5187970995903015,0.8226472735404968,0.5086663961410522,0.8196538090705872,0.6130210757255554,0.47905075550079346,0.6335097551345825
32,1,0.9733652472496033,0.3905680775642395,1.0347952842712402,0.5163444876670837,0.8153934478759766,0.5041865110397339,0.8165299892425537,0.6129050850868225,0.4785088300704956,0.6334318518638611
